2473882, -0.98, -0.22, 0.04, -6.16, 7.07, -40.30, 38.11, 43.81, 3.00
2473892, -0.98, -0.23, 0.04, -6.46, 7.32, -43.60, 37.21, 42.91, 2.55
2473901, -0.99, -0.27, -0.01, -7.26, 6.95, -43.54, 37.21, 43.96, 2.25
2473910, -0.94, -0.29, 0.03, -6.71, 7.32, -42.20, 36.46, 44.26, 1.80
2473919, -0.93, -0.29, 0.04, -5.79, 6.52, -38.90, 36.31, 43.36, 1.35
2473929, -0.92, -0.30, 0.04, -5.18, 4.39, -32.20, 35.41, 44.71, 2.25
2473938, -0.93, -0.30, 0.03, -3.78, 3.41, -22.62, 37.06, 44.41, 2.40
2473947, -0.92, -0.29, 0.04, -2.44, 2.68, -12.44, 36.61, 45.91, 2.70
2473957, -0.92, -0.31, 0.02, -1.40, 1.04, -1.65, 36.76, 44.26, 2.85
2473966, -0.94, -0.30, 0.02, -0.12, 0.00, 5.79, 35.86, 43.36, 1.65
2473975, -0.95, -0.27, 0.03, 0.30, -1.46, 11.83, 37.51, 44.26, 4.35
2473984, -0.94, -0.27, 0.04, 0.98, -1.77, 15.49, 37.51, 44.26, 4.35
2473993, -0.94, -0.27, 0.04, 1.28, -1.71, 17.20, 36.76, 43.21, 2.55
2474003, -0.95, -0.26, 0.04, 0.98, -1.59, 16.65, 35.56, 43.36, 3.00
2474080, -0.94, -0.25, 0.05, -1.77, 1.46, -4.33, 38.26, 43.96, 3.30
2474089, -0.94, -0.25, 0.04, -2.01, 1.83, -7.07, 36.61, 43.36, 2.70
2474099, -0.95, -0.26, 0.03, -2.01, 1.95, -7.93, 36.46, 42.46, 2.85
2474108, -0.95, -0.26, 0.03, -1.95, 1.83, -7.32, 38.11, 43.81, 2.70
2474117, -0.94, -0.28, 0.03, -1.77, 1.52, -5.61, 37.06, 45.16, 2.70
2474126, -0.94, -0.28, 0.03, -1.40, 1.28, -2.99, 36.76, 45.31, 3.60
2474135, -0.95, -0.27, 0.03, -1.04, 0.73, 0.00, 37.06, 44.11, 1.35
2474144, -0.95, -0.26, 0.04, -0.67, 0.37, 1.83, 37.06, 44.11, 1.35
2474154, -0.94, -0.26, 0.04, -0.67, 0.06, 3.23, 37.06, 43.06, 2.70
2474163, -0.94, -0.25, 0.05, -0.61, 0.30, 2.87, 34.81, 43.06, 3.45
2474172, -0.95, -0.26, 0.04, -0.73, 0.43, 2.07, 34.96, 42.46, 1.80
2474181, -0.95, -0.26, 0.03, -0.91, 0.61, 0.79, 36.61, 43.81, 1.65
2474190, -0.95, -0.25, 0.04, -1.10, 0.85, -0.73, 36.76, 43.21, 1.50
2474200, -0.94, -0.25, 0.04, -1.22, 0.91, -1.71, 35.56, 43.36, 2.70
2474235, -0.95, -0.27, 0.05, -1.22, 1.04, -1.65, 36.31, 44.11, 2.40
2474244, -0.95, -0.26, 0.04, -1.16, 0.91, -1.16, 36.31, 44.11, 2.40
2474253, -0.94, -0.26, 0.04, -1.10, 0.67, -0.24, 36.31, 42.61, 2.70
2474262, -0.94, -0.25, 0.04, -0.91, 0.85, 0.43, 37.36, 43.06, 1.65
2474271, -0.94, -0.25, 0.03, -0.91, 0.61, 0.49, 36.76, 44.71, 2.25
2474281, -0.95, -0.25, 0.04, -1.16, 0.61, 0.37, 36.46, 42.91, 1.80
2474290, -0.96, -0.26, 0.03, -1.10, 0.73, 0.00, 37.96, 43.51, 4.35
2474299, -0.95, -0.26, 0.04, -1.10, 0.73, -0.55, 36.31, 44.41, 3.00
2474308, -0.95, -0.26, 0.03, -1.16, 1.04, -0.98, 36.46, 44.26, 2.85
2474317, -0.95, -0.27, 0.05, -1.40, 0.79, -1.04, 36.46, 42.91, 2.55
2474326, -0.94, -0.27, 0.04, -1.28, 0.85, -1.04, 37.66, 44.11, 3.75
2474335, -0.96, -0.27, 0.04, -1.16, 0.85, -0.55, 37.21, 42.91, 1.80
2474345, -0.95, -0.26, 0.04, -1.04, 0.85, -0.12, 37.21, 43.96, 2.85
2474354, -0.95, -0.27, 0.04, -1.16, 0.61, 0.18, 37.21, 43.96, 2.85
2474385, -0.96, -0.26, 0.06, -0.98, 0.91, -0.18, 36.46, 43.51, 2.85
2474395, -0.96, -0.26, 0.03, -1.10, 0.61, -0.49, 37.06, 43.36, 3.45
2474404, -0.95, -0.26, 0.04, -1.04, 0.73, -0.85, 37.06, 43.36, 3.45
2474413, -0.94, -0.26, 0.05, -1.04, 0.98, -0.91, 37.21, 44.71, 2.85
2474422, -0.95, -0.26, 0.03, -1.16, 0.67, -0.73, 37.21, 45.31, 2.25
2474431, -0.95, -0.26, 0.03, -0.98, 0.91, -0.37, 38.11, 43.36, 2.40
2474441, -0.94, -0.26, 0.04, -1.10, 0.79, -0.30, 35.56, 44.41, 3.75
2474450, -0.94, -0.26, 0.04, -1.04, 0.67, -0.18, 37.51, 43.51, 4.35
2474459, -0.96, -0.26, 0.05, -0.98, 0.91, 0.00, 36.61, 43.81, 1.35
2474468, -0.95, -0.26, 0.03, -0.98, 0.73, -0.43, 36.76, 44.26, 4.35
2474477, -0.94, -0.26, 0.03, -1.04, 1.04, -0.49, 37.21, 44.71, 2.85
2474486, -0.95, -0.27, 0.03, -1.10, 0.85, -0.61, 37.66, 43.36, 2.70
2474495, -0.95, -0.27, 0.04, -1.22, 0.67, -0.49, 37.06, 44.41, 2.40
2474505, -0.95, -0.27, 0.04, -0.91, 0.91, -0.43, 37.96, 43.96, 3.30
2474540, -0.95, -0.25, 0.04, -0.91, 0.91, -0.37, 36.76, 42.46, 1.20
2474549, -0.95, -0.26, 0.04, -1.22, 0.73, -0.61, 38.11, 43.06, 3.75
2474558, -0.96, -0.27, 0.04, -1.04, 0.85, -0.61, 37.21, 45.01, 2.85
2474567, -0.94, -0.25, 0.03, -1.04, 0.85, -0.49, 36.16, 43.96, 3.60
2474576, -0.95, -0.27, 0.03, -1.10, 0.91, -0.61, 36.46, 43.21, 2.85
2474585, -0.95, -0.27, 0.04, -1.16, 0.85, -0.49, 37.96, 43.21, 1.80
2474595, -0.95, -0.26, 0.05, -1.22, 0.91, -0.37, 37.66, 44.86, 3.00
2474604, -0.94, -0.26, 0.03, -1.22, 0.85, -0.24, 37.66, 44.86, 3.00
2474613, -0.94, -0.25, 0.04, -0.98, 0.85, 0.00, 36.76, 44.26, 2.85
2474622, -0.96, -0.27, 0.02, -0.91, 0.85, 0.24, 35.41, 43.96, 2.25
2474631, -0.93, -0.26, 0.04, -1.16, 0.79, 0.24, 36.61, 44.41, 3.75
2474640, -0.99, -0.29, 0.04, -1.28, 0.43, 0.24, 37.21, 42.91, 2.25
2474650, -0.96, -0.26, 0.04, -0.73, 0.98, 0.30, 35.56, 43.81, 3.75
2474659, -0.94, -0.25, 0.05, -1.10, 0.61, 0.30, 37.21, 43.51, 2.55
2474692, -0.94, -0.26, 0.04, -0.98, 0.85, 0.30, 36.61, 42.01, 2.70
2474702, -0.96, -0.26, 0.03, -1.10, 0.73, 0.30, 37.06, 43.36, 1.65
2474711, -0.96, -0.27, 0.03, -1.40, 0.61, 0.24, 36.31, 43.06, 2.70
2474720, -0.96, -0.26, 0.04, -0.98, 0.98, -0.37, 36.16, 45.01, 3.30
2474729, -0.95, -0.25, 0.03, -1.16, 0.91, -0.67, 36.46, 44.26, 3.30
2474738, -0.94, -0.27, 0.03, -1.34, 0.73, -0.67, 37.36, 43.36, 2.40
2474748, -0.95, -0.26, 0.05, -1.22, 0.85, -0.73, 37.21, 43.21, 2.85
2474757, -0.96, -0.27, 0.03, -1.22, 0.79, -0.43, 35.86, 44.11, 3.00
2474766, -0.93, -0.26, 0.01, -0.98, 0.85, -0.49, 35.56, 43.36, 2.70
2474775, -0.94, -0.26, 0.05, -1.10, 0.73, -0.30, 36.31, 42.61, 2.70
2474784, -0.95, -0.26, 0.04, -1.16, 0.73, -0.24, 36.61, 44.41, 2.70
2474793, -0.94, -0.26, 0.02, -0.85, 0.85, 0.00, 36.61, 44.41, 2.70
2474802, -0.95, -0.26, 0.05, -1.04, 0.73, -0.24, 36.46, 43.96, 2.55
2474812, -0.95, -0.26, 0.04, -1.04, 0.73, -0.37, 37.96, 42.91, 3.30
2474847, 1.73, 0.55, -0.72, -1672.80, -1065.98, -843.29, 36.61, 43.06, 1.65
2474920, -0.95, -0.27, 0.03, -0.98, 0.91, -0.30, 36.61, 43.81, 3.75
2474929, -0.94, -0.26, 0.04, -1.10, 0.73, -0.18, 36.61, 44.11, 1.65
2474940, -0.95, -0.26, 0.02, -0.98, 0.98, -0.37, 36.46, 43.51, 2.25
2474949, -0.95, -0.26, 0.03, -1.22, 0.61, -0.30, 36.76, 43.21, 2.85
2474960, -0.96, -0.27, 0.04, -1.04, 0.91, -0.43, 37.06, 43.36, 1.95
2474969, -0.95, -0.26, 0.03, -0.98, 0.79, 0.00, 36.46, 43.21, 3.30
2474980, -0.94, -0.26, 0.02, -0.98, 0.73, -0.12, 36.16, 43.96, 3.30
2474990, -0.95, -0.26, 0.04, -0.91, 0.85, -0.18, 37.21, 43.96, 5.70
2475000, -0.95, -0.27, 0.05, -0.98, 0.85, -0.18, 36.31, 43.36, 4.05
2475010, -0.94, -0.26, 0.02, -1.10, 0.61, -0.30, 37.66, 44.11, 2.40
2475020, -0.93, -0.25, 0.04, -1.16, 0.85, -0.43, 36.31, 43.81, 4.50
2475030, -0.95, -0.26, 0.04, -0.91, 0.73, -0.24, 36.31, 43.81, 2.70
2475040, -0.95, -0.26, 0.04, -1.16, 0.79, -0.43, 36.46, 42.91, 3.30
2475074, -0.95, -0.26, 0.04, -1.04, 0.67, -0.30, 37.06, 44.11, 1.95
2475083, -0.95, -0.27, 0.04, -0.91, 0.85, -0.24, 37.06, 44.11, 1.95
